Level	Rule Name	Subject	Property	Value
ERROR	multiple_definitions	MAXO:0000126	IAO:0000115	The use of any device, marker, or other means for the purpose of detecting the presence Neoplasm, usually in asymptomatic individuals.
ERROR	multiple_definitions	MAXO:0000126	IAO:0000115	The use of any device, marker, or other means for the purpose of detecting the presence of a tumor, usually before there are any symptoms.
ERROR	multiple_definitions	MAXO:0010039	IAO:0000115	The transfer of a whole organ from one body to another.
ERROR	multiple_definitions	MAXO:0010039	IAO:0000115	The transfer of an organ, or organ subpart, from one body to another.
ERROR	multiple_equivalent_classes	MAXO:0010039	owl:equivalentClass	blank node
ERROR	multiple_labels	MAXO:0000061	rdfs:label	antibacterial agent therapy
ERROR	multiple_labels	MAXO:0000061	rdfs:label	antibacterial agent therapy@en
ERROR	multiple_labels	MAXO:0000126	rdfs:label	cancer screening
ERROR	multiple_labels	MAXO:0000126	rdfs:label	cancer screening@en
ERROR	multiple_labels	MAXO:0000158	rdfs:label	antiparasitic agent therapy@en
ERROR	multiple_labels	MAXO:0000158	rdfs:label	antiparasititic agent therapy
ERROR	multiple_labels	MAXO:0000168	rdfs:label	antiviral agent therapy
ERROR	multiple_labels	MAXO:0000168	rdfs:label	antiviral agent therapy@en
ERROR	multiple_labels	MAXO:0000174	rdfs:label	anti-fungal agent therapy
ERROR	multiple_labels	MAXO:0000174	rdfs:label	antifungal agent therapy@en
ERROR	multiple_labels	MAXO:0000193	rdfs:label	non-opioid analgesic therapy
ERROR	multiple_labels	MAXO:0000193	rdfs:label	non-opioid analgesics agent therapy@en
ERROR	multiple_labels	MAXO:0000194	rdfs:label	opioid analgesic therapy
ERROR	multiple_labels	MAXO:0000194	rdfs:label	opioid analgesics agent therapy@en
ERROR	multiple_labels	MAXO:0000195	rdfs:label	local anesthesia treatment
ERROR	multiple_labels	MAXO:0000195	rdfs:label	local anesthetic agent therapy@en
ERROR	multiple_labels	MAXO:0000197	rdfs:label	cephalosporin agent therapy
ERROR	multiple_labels	MAXO:0000197	rdfs:label	cephalosporin agent therapy@en
ERROR	multiple_labels	MAXO:0000198	rdfs:label	penicillin agent therapy
ERROR	multiple_labels	MAXO:0000198	rdfs:label	penicillin agent therapy@en
ERROR	multiple_labels	MAXO:0000200	rdfs:label	macrolide antibacterial agent therapy
ERROR	multiple_labels	MAXO:0000200	rdfs:label	macrolide antibacterial agent therapy@en
ERROR	multiple_labels	MAXO:0000201	rdfs:label	quinolone antibacterial agent therapy
ERROR	multiple_labels	MAXO:0000201	rdfs:label	quinolone antibacterial agent therapy@en
ERROR	multiple_labels	MAXO:0000221	rdfs:label	NSAID therapy
ERROR	multiple_labels	MAXO:0000221	rdfs:label	nonsteroidal anti-inflammatory agent therapy@en
ERROR	multiple_labels	MAXO:0000227	rdfs:label	antimycobacterial agent therapy
ERROR	multiple_labels	MAXO:0000227	rdfs:label	antimycobacterial agent therapy@en
ERROR	multiple_labels	MAXO:0000228	rdfs:label	antitubercular agent therapy
ERROR	multiple_labels	MAXO:0000228	rdfs:label	antitubercular agent therapy@en
ERROR	multiple_labels	MAXO:0000229	rdfs:label	leprostatic agent therapy
